new_variables_card_id,image_uri
259,https://img.scryfall.com/cards/large/en/lea/273.jpg?1525124066
260,https://img.scryfall.com/cards/large/en/lea/219.jpg?1525124072
261,https://img.scryfall.com/cards/large/en/lea/84.jpg?1525124077
262,https://img.scryfall.com/cards/large/en/lea/274.jpg?1525124084
263,https://img.scryfall.com/cards/large/en/lea/83.jpg?1525124089
264,https://img.scryfall.com/cards/large/en/lea/220.jpg?1525124095
265,https://img.scryfall.com/cards/large/en/lea/283.jpg?1525124101
266,https://img.scryfall.com/cards/large/en/lea/221.jpg?1525124106
267,https://img.scryfall.com/cards/large/en/lea/284.jpg?1525124111
268,https://img.scryfall.com/cards/large/en/lea/178.jpg?1525124115
269,https://img.scryfall.com/cards/large/en/lea/85.jpg?1525124121
270,https://img.scryfall.com/cards/large/en/lea/179.jpg?1525124125
271,https://img.scryfall.com/cards/large/en/lea/285.jpg?1525124130
272,https://img.scryfall.com/cards/large/en/lea/131.jpg?1525124135
273,https://img.scryfall.com/cards/large/en/lea/86.jpg?1525124142
274,https://img.scryfall.com/cards/large/en/lea/180.jpg?1525124146
275,https://img.scryfall.com/cards/large/en/lea/222.jpg?1525124150
276,https://img.scryfall.com/cards/large/en/lea/87.jpg?1525124155
277,https://img.scryfall.com/cards/large/en/lea/41.jpg?1525124158
278,https://img.scryfall.com/cards/large/en/lea/88.jpg?1525124165
279,https://img.scryfall.com/cards/large/en/lea/89.jpg?1525124171
280,https://img.scryfall.com/cards/large/en/lea/132.jpg?1525124175
281,https://img.scryfall.com/cards/large/en/lea/223.jpg?1525124180
282,https://img.scryfall.com/cards/large/en/lea/181.jpg?1525124188
283,https://img.scryfall.com/cards/large/en/lea/224.jpg?1525124198
284,https://img.scryfall.com/cards/large/en/lea/182.jpg?1525124204
285,https://img.scryfall.com/cards/large/en/lea/42.jpg?1525124213
286,https://img.scryfall.com/cards/large/en/lea/90.jpg?1525124218
287,https://img.scryfall.com/cards/large/en/lea/225.jpg?1525124223
288,https://img.scryfall.com/cards/large/en/lea/226.jpg?1525124229
289,https://img.scryfall.com/cards/large/en/lea/227.jpg?1525124233
290,https://img.scryfall.com/cards/large/en/lea/133.jpg?1525124237
291,https://img.scryfall.com/cards/large/en/lea/91.jpg?1525124241
292,https://img.scryfall.com/cards/large/en/lea/134.jpg?1525124246
293,https://img.scryfall.com/cards/large/en/lea/228.jpg?1525124250
294,https://img.scryfall.com/cards/large/en/lea/183.jpg?1525124254
295,https://img.scryfall.com/cards/large/en/lea/43.jpg?1525124258
296,https://img.scryfall.com/cards/large/en/lea/44.jpg?1525124262
297,https://img.scryfall.com/cards/large/en/lea/229.jpg?1525124266
298,https://img.scryfall.com/cards/large/en/lea/135.jpg?1525124270
299,https://img.scryfall.com/cards/large/en/lea/275.jpg?1525124277
300,https://img.scryfall.com/cards/large/en/lea/276.jpg?1525124281
301,https://img.scryfall.com/cards/large/en/lea/136.jpg?1525124287
302,https://img.scryfall.com/cards/large/en/lea/45.jpg?1525124293
303,https://img.scryfall.com/cards/large/en/lea/137.jpg?1525124298
304,https://img.scryfall.com/cards/large/en/leb/47.jpg?1525124206
305,https://img.scryfall.com/cards/large/en/leb/48.jpg?1525122970
306,https://img.scryfall.com/cards/large/en/leb/49.jpg?1525122975
307,https://img.scryfall.com/cards/large/en/leb/93.jpg?1525124231
308,https://img.scryfall.com/cards/large/en/leb/1.jpg?1525124184
309,https://img.scryfall.com/cards/large/en/leb/231.jpg?1525122980
310,https://img.scryfall.com/cards/large/en/leb/2.jpg?1525122986
311,https://img.scryfall.com/cards/large/en/leb/185.jpg?1525122994
312,https://img.scryfall.com/cards/large/en/leb/278.jpg?1525122999
313,https://img.scryfall.com/cards/large/en/leb/94.jpg?1525123005
314,https://img.scryfall.com/cards/large/en/leb/3.jpg?1525123017
315,https://img.scryfall.com/cards/large/en/leb/232.jpg?1525123022
316,https://img.scryfall.com/cards/large/en/leb/279.jpg?1525123033
317,https://img.scryfall.com/cards/large/en/leb/4.jpg?1525122936
318,https://img.scryfall.com/cards/large/en/leb/186.jpg?1525123040
319,https://img.scryfall.com/cards/large/en/leb/187.jpg?1525123044
320,https://img.scryfall.com/cards/large/en/leb/95.jpg?1525123048
321,https://img.scryfall.com/cards/large/en/leb/233.jpg?1525123053
322,https://img.scryfall.com/cards/large/en/leb/234.jpg?1525123060
323,https://img.scryfall.com/cards/large/en/leb/5.jpg?1525123067
324,https://img.scryfall.com/cards/large/en/leb/6.jpg?1525123073
325,https://img.scryfall.com/cards/large/en/leb/7.jpg?1525123081
326,https://img.scryfall.com/cards/large/en/leb/50.jpg?1525123091
327,https://img.scryfall.com/cards/large/en/leb/8.jpg?1525123097
328,https://img.scryfall.com/cards/large/en/leb/96.jpg?1525123103
329,https://img.scryfall.com/cards/large/en/leb/51.jpg?1525123108
330,https://img.scryfall.com/cards/large/en/leb/139.jpg?1525124258
331,https://img.scryfall.com/cards/large/en/leb/188.jpg?1525122953
332,https://img.scryfall.com/cards/large/en/leb/9.jpg?1525122959
333,https://img.scryfall.com/cards/large/en/leb/235.jpg?1525122964
334,https://img.scryfall.com/cards/large/en/leb/189.jpg?1525123113
335,https://img.scryfall.com/cards/large/en/leb/140.jpg?1525123125
336,https://img.scryfall.com/cards/large/en/leb/236.jpg?1525123130
337,https://img.scryfall.com/cards/large/en/leb/10.jpg?1525123135
338,https://img.scryfall.com/cards/large/en/leb/11.jpg?1525123142
